AGE,LENGTH,WEIGHT
6,326,0.43
7,318,0.396
2,252,0.196
2,267,0.26
2,268,0.242
5,339,0.508
6,339,0.51
6,381,0.612
6,303,0.298
6,298,0.354
2,273,0.252
5,300,0.4
7,303,0.328
2,287,0.374
6,438,0.992
3,280,0.272
3,290,0.294
3,290,0.292
7,341,0.396
3,343,0.47
3,301,0.272
3,307,0.382
3,289,0.272
3,266,0.236
3,301,0.3
12,365,0.588
3,275,0.282
2,254,0.158
8,340,0.46
8,396,0.822
2,262,0.242
2,248,0.186
4,265,0.192
3,280,0.276
2,275,0.222
1,226,0.136
4,301,0.32
3,330,0.434
4,277,0.28
3,270,0.24
3,278,0.276
6,351,0.494
6,340,0.488
12,452,1.186
1,198,0.072
7,304,0.332
3,265,0.224
3,284,0.27
6,352,0.572
8,341,0.52
3,334,0.464
3,303,0.358
3,306,0.374
6,300,0.348
3,280,0.264
3,294,0.278
6,325,0.424
3,318,0.368
7,353,0.492
8,345,0.512
2,192,0.08
1,198,0.086
1,186,0.066
3,301,0.314
2,279,0.242
2,275,0.22
12,428,0.818
3,259,0.196
1,232,0.136
1,239,0.146
4,318,0.374
7,331,0.406
3,334,0.424
3,265,0.238
3,260,0.194
3,280,0.256
3,314,0.454
7,352,0.51
4,301,0.316
1,234,0.144
1,184,0.082
3,262,0.218
3,274,0.25
2,297,0.284
3,361,0.5
3,318,0.408
7,403,0.732
3,287,0.312
3,256,0.2
3,284,0.264
6,390,0.706
8,372,0.652
8,382,0.648
3,280,0.292
3,266,0.234
7,279,0.266
8,346,0.516
6,375,0.668
5,348,0.456
3,312,0.342
7,323,0.404
1,232,0.148
3,277,0.27
3,279,0.236
3,266,0.208
3,284,0.266
7,334,0.444
3,311,0.364
6,313,0.4
3,272,0.208
3,232,0.14
1,225,0.122
1,218,0.102
3,303,0.324
3,321,0.396
4,272,0.238
7,331,0.448
8,333,0.446
3,291,0.296
1,225,0.106
1,198,0.082
1,210,0.098
3,289,0.266
7,284,0.292
10,382,0.706
2,212,0.098
1,209,0.096
1,241,0.138
3,284,0.272
2,256,0.186
8,357,0.368
3,306,0.352
7,334,0.416
3,287,0.27
6,304,0.342
3,312,0.354
6,331,0.416
6,372,0.58
1,228,0.128
1,217,0.12
2,229,0.128
8,326,0.438
6,297,0.284
3,278,0.276
2,198,0.082
4,259,0.208
3,232,0.158
1,235,0.152
8,348,0.514
8,340,0.49
8,325,0.426
1,197,0.07
1,191,0.072
1,211,0.088
4,295,0.28
4,350,0.498
3,321,0.402
6,331,0.432
5,347,0.51
3,289,0.282
8,368,0.658
7,425,0.932
8,405,0.818
3,278,0.254
3,289,0.298
3,272,0.236
3,340,0.476
3,322,0.424
11,325,0.418
7,412,0.848
7,303,0.342
3,296,0.314
4,287,0.266
6,333,0.522
7,330,0.496
7,372,0.702
8,436,1.206
6,364,0.67
3,320,0.482
7,379,0.724
7,448,1.41
7,366,0.676
8,368,0.748
7,408,0.982
3,340,0.532
6,392,0.892
13,421,1.132
5,350,0.614
6,342,0.526
6,361,0.64
3,351,0.606
1,216,0.118
1,210,0.098
1,203,0.092
2,269,0.234
3,283,0.292
4,284,0.262
1,237,0.146
1,209,0.1
2,246,0.164
3,265,0.218
3,275,0.232
3,278,0.234
1,236,0.144
1,209,0.106
2,225,0.13
6,351,0.504
1,194,0.082
2,202,0.094
1,184,0.068
3,290,0.288
5,290,0.254
7,290,0.29
2,340,0.534
7,352,0.502
9,372,0.608
1,205,0.088
1,189,0.072
1,208,0.11
1,199,0.09
3,284,0.252
8,298,0.304
3,294,0.288
2,226,0.12
3,230,0.136
3,284,0.302
4,299,0.29
2,246,0.162
7,331,0.438
6,326,0.434
7,345,0.47
1,229,0.128
2,225,0.124
3,278,0.246
3,280,0.276
3,277,0.252
5,316,0.388
7,327,0.364
6,339,0.446
1,218,0.116
2,241,0.178
1,206,0.1
12,274,0.266
7,332,0.42
3,318,0.36
1,226,0.126
1,193,0.082
2,209,0.1
3,303,0.336
3,303,0.33
7,323,0.36
1,204,0.102
1,206,0.11
1,193,0.082
7,316,0.366
7,343,0.448
7,344,0.466
1,205,0.092
1,226,0.152
1,216,0.112
2,277,0.248
3,294,0.322
3,272,0.246
6,326,0.402
6,316,0.41
3,335,0.488
1,217,0.112
1,215,0.108
1,182,0.078
3,281,0.248
3,264,0.21
3,250,0.17
3,328,0.414
7,315,0.382
7,321,0.392
2,233,0.144
1,223,0.13
2,213,0.102
3,276,0.228
2,275,0.252
2,280,0.242
8,333,0.434
6,314,0.354
7,335,0.44
1,203,0.09
1,203,0.088
1,238,0.156
6,323,0.366
8,348,0.496
6,348,0.472
8,372,0.62
6,360,0.648
1,198,0.076
1,205,0.102
1,236,0.156
6,318,0.362
5,322,0.396
6,337,0.478
1,212,0.104
1,213,0.1
2,230,0.146
3,299,0.284
3,272,0.246
3,272,0.222
7,331,0.436
7,339,0.428
3,322,0.452
8,226,0.132
1,214,0.102
2,245,0.164
3,277,0.262
3,296,0.288
3,262,0.21
5,352,0.5
6,338,0.486
6,324,0.414
7,351,0.536
1,223,0.114
5,335,0.43
3,274,0.258
2,266,0.222
2,266,0.214
7,337,0.412
3,285,0.254
3,298,0.296
3,278,0.274
1,156,0.038
1,149,0.044
1,158,0.04
1,200,0.078
1,216,0.104
2,201,0.078
1,233,0.138
1,220,0.138
1,241,0.172
6,292,0.284
3,286,0.296
4,292,0.294
1,225,0.134
2,216,0.114
1,214,0.104
4,319,0.37
5,267,0.232
1,204,0.086
1,182,0.062
1,175,0.052
1,189,0.072
1,241,0.154
1,235,0.154
1,239,0.15
3,317,0.366
2,280,0.278
3,298,0.324
3,302,0.316
3,308,0.324
3,290,0.28
7,325,0.384
1,229,0.134
1,202,0.094
1,220,0.102
3,308,0.324
1,203,0.1
1,202,0.096
1,194,0.08
1,202,0.102
3,271,0.226
2,264,0.2
3,254,0.21
5,314,0.372
7,312,0.342
3,293,0.304
2,290,0.276
2,225,0.114
1,215,0.114
1,199,0.094
3,267,0.208
3,303,0.29
3,318,0.36
6,374,0.598
7,338,0.51
6,358,0.57
3,229,0.136
1,241,0.18
1,218,0.124
6,308,0.334
8,327,0.452
3,297,0.332
1,236,0.148
1,209,0.102
1,210,0.112
1,216,0.118
2,242,0.138
1,214,0.104
3,290,0.274
8,289,0.32
2,260,0.188
1,235,0.15
2,243,0.18
1,220,0.116
6,309,0.366
3,278,0.266
3,289,0.26
1,317,0.47
7,379,0.842
1,242,0.158
1,245,0.168
1,258,0.21
3,377,0.758
1,250,0.166
1,245,0.18
1,232,0.13
3,318,0.432
5,350,0.518
7,327,0.42
1,243,0.156
4,359,0.578
1,234,0.15
2,245,0.186
1,225,0.128
3,306,0.36
1,266,0.248
1,224,0.142
1,218,0.122
6,336,0.488
1,234,0.156
1,213,0.1
1,214,0.114
1,258,0.2
1,248,0.192
1,241,0.18
1,227,0.128
6,317,0.396
3,281,0.3
5,309,0.378
1,215,0.126
3,223,0.136
1,268,0.254
2,282,0.266
1,278,0.27
2,249,0.156
7,326,0.398
7,317,0.404
1,226,0.142
1,224,
1,226,0.148
3,315,0.384
7,347,0.586
6,294,0.332
4,245,0.182
1,235,0.174
1,208,0.122
4,298,0.38
10,347,0.598
3,303,0.372
2,276,0.266
3,286,0.304
1,237,0.166
2,259,0.194
1,244,0.18
2,240,0.174
1,259,0.22
3,280,0.254
4,309,0.368
3,312,0.37
3,287,0.318
1,254,0.186
1,243,0.16
1,246,0.186
6,302,0.332
1,282,0.28
1,194,0.088
1,198,0.082
7,240,0.172
3,300,0.318
2,317,0.354
2,359,0.588
1,248,0.178
1,246,0.172
3,258,0.228
6,368,0.668
2,236,0.172
4,288,0.282
4,333,0.46
1,242,0.19
6,314,0.42
8,181,0.062
1,240,0.168
1,221,0.132
4,306,0.336
7,308,0.37
8,336,0.506
1,210,0.108
1,186,0.08
3,289,0.31
3,375,0.718
1,220,0.14
1,225,0.132
1,221,0.128
2,259,0.206
1,272,0.226
2,266,0.208
7,324,0.43
1,224,0.142
1,263,0.212
1,269,0.226
2,252,0.194
7,305,0.372
1,205,0.106
7,250,0.186
1,234,0.152
2,243,0.18
7,321,0.388
5,295,0.332
7,337,0.466
7,394,0.732
3,318,0.376
4,318,0.402
3,315,0.404
8,377,0.66
8,353,0.584
3,292,0.344
3,306,0.388
9,319,0.382
7,314,0.396
3,287,0.272
3,283,0.27
3,263,0.222
3,292,0.332
2,254,0.232
3,342,0.48
3,320,0.412
3,300,0.338
4,317,0.408
1,185,0.058
1,258,0.212
2,266,0.23
3,272,0.25
7,353,0.596
12,386,0.774
7,339,0.518
3,325,0.424
1,249,0.184
1,262,0.262
3,331,0.482
4,321,0.432
7,336,0.56
4,336,0.494
8,344,0.616
6,362,0.64
1,242,0.219
1,236,0.214
1,253,0.242
1,307,0.396
3,297,0.392
3,284,0.346
6,342,0.606
8,376,0.576
3,333,0.559
6,321,0.404
3,290,0.314
3,290,0.354
5,311,0.4
3,338,0.464
2,336,0.482
1,252,0.194
2,239,0.174
8,346,0.518
3,291,0.316
7,333,0.508
3,268,0.222
3,292,0.32
2,283,0.274
1,282,0.27
3,337,0.518
3,304,0.36
2,253,0.196
3,263,0.202
2,270,0.266
7,338,0.484
7,313,0.38
7,304,0.402
1,258,0.228
2,284,0.25
1,243,0.174
7,324,0.454
3,311,0.406
3,331,0.462
3,304,0.362
3,292,0.31
3,331,0.456
2,266,0.222
2,293,0.286
2,222,0.124
1,259,0.198
1,250,0.19
1,240,0.174
1,249,0.194
1,244,0.184
6,325,0.46
7,343,0.54
1,236,0.158
2,259,0.206
8,337,0.512
3,304,0.358
8,351,0.478
1,244,0.18
1,225,0.142
1,240,0.176
10,344,0.52
8,337,0.488
1,258,0.206
1,239,0.156
1,255,0.208
5,321,0.46
6,333,0.502
6,313,0.406
2,234,0.158
2,254,0.196
7,321,0.41
6,304,0.364
3,300,0.32
2,249,0.172
3,277,0.254
1,240,0.156
8,336,0.488
7,338,0.46
7,322,0.406
1,240,0.148
1,228,0.134
3,321,0.376
1,292,0.37
1,264,0.236
3,287,0.298
3,265,0.256
8,320,0.51
1,263,0.208
1,240,0.148
1,218,0.122
7,318,0.374
3,333,0.432
3,317,0.352
11,386,0.646
9,430,1.054
2,249,0.188
1,248,0.176
1,242,0.182
3,330,0.422
6,313,0.346
3,294,0.3
8,372,0.584
4,313,0.35
4,350,0.47
4,287,0.244
4,348,0.442
3,349,0.476
9,411,0.846
4,348,0.49
8,342,0.474
7,329,0.444
8,339,0.454
13,430,0.934
8,379,0.582
4,299,0.31
4,303,0.328
2,311,0.336
8,362,0.576
4,347,0.48
7,358,0.546
4,369,0.592
7,327,0.404
9,400,0.764
4,358,0.502
4,278,0.23
4,295,0.282
2,286,0.266
8,317,0.38
4,349,0.518
4,320,0.378
8,396,0.764
8,403,0.836
7,413,0.824
1,234,0.138
5,282,0.212
4,290,0.232
4,320,0.38
5,336,0.412
4,323,0.388
8,400,0.84
8,398,0.818
4,388,0.66
4,283,0.27
4,281,0.254
5,329,0.37
4,305,0.308
4,333,0.416
4,317,0.354
9,417,0.888
7,399,0.7
8,376,0.574
4,259,0.208
2,251,0.178
4,263,0.208
4,295,0.29
2,281,0.24
4,282,0.224
9,399,0.75
7,349,0.478
9,368,0.582
2,248,0.198
4,305,0.316
4,316,0.342
4,329,0.404
4,321,0.386
4,276,0.234
5,314,0.344
4,301,0.304
4,320,0.34
11,368,0.518
7,353,0.49
3,263,0.174
3,259,0.18
4,302,0.284
4,266,0.206
4,274,0.21
7,304,0.304
8,317,0.33
4,292,0.266
10,331,0.4
8,362,0.558
4,264,0.202
2,263,0.21
4,274,0.22
5,321,0.308
4,298,0.284
4,303,0.274
8,375,0.668
4,269,0.244
2,263,0.214
3,258,0.198
4,320,0.362
7,337,0.48
8,358,0.548
4,342,0.45
5,329,0.374
4,333,0.456
2,239,0.162
3,250,0.158
2,252,0.158
4,305,0.322
4,308,0.322
4,278,0.23
9,364,0.694
4,342,0.472
4,338,0.444
15,336,0.418
7,308,0.354
2,268,0.25
2,266,0.234
1,181,0.056
4,262,0.218
2,228,0.138
1,254,0.188
4,306,0.352
4,318,0.406
2,264,0.228
2,219,0.144
2,250,0.198
2,267,0.236
2,266,0.232
3,261,0.198
3,282,0.272
3,262,0.206
8,354,0.62
9,372,0.664
9,379,0.736
4,303,0.328
4,333,0.422
2,253,0.204
2,245,0.168
2,228,0.128
2,240,0.152
2,259,0.218
3,261,0.214
2,232,0.162
1,195,0.082
2,225,0.126
2,229,0.138
2,258,0.204
2,240,0.174
2,237,0.164
2,254,0.198
2,272,0.27
3,286,0.298
1,168,0.054
1,162,0.05
1,170,0.056
3,238,0.16
2,242,0.168
2,239,0.158
4,309,0.37
8,341,0.52
2,228,0.132
2,242,0.166
2,235,0.158
3,290,0.314
8,286,0.238
3,278,0.276
1,188,0.086
1,175,0.062
1,157,0.046
1,193,0.072
2,222,0.132
2,211,0.102
4,294,0.322
8,392,0.886
4,342,0.48
4,266,0.23
2,270,0.228
2,253,0.188
4,328,0.434
8,349,0.488
2,248,0.184
2,254,0.188
1,238,0.158
7,325,0.44
4,295,0.342
4,322,0.446
4,342,0.498
7,366,0.57
8,384,0.706
1,194,0.084
2,249,0.192
2,252,0.192
4,282,0.286
3,315,0.364
4,292,0.306
4,326,0.4
8,341,0.54
5,334,0.452
2,230,0.15
2,239,0.17
3,250,0.176
4,282,0.26
4,292,0.286
4,324,0.402
4,343,0.506
6,333,0.474
9,384,0.76
7,304,0.318
2,255,0.194
2,234,0.156
7,337,0.452
8,328,0.45
6,311,0.362
2,262,0.2
2,235,0.146
2,254,0.182
4,323,0.404
4,331,0.492
5,306,0.326
2,251,0.174
2,224,0.148
1,216,0.124
6,329,0.466
4,273,0.25
7,306,0.356
8,371,0.566
7,329,0.412
7,329,0.48
1,184,0.076
1,180,0.064
2,186,0.072
4,303,0.324
4,292,0.338
5,290,0.284
8,353,0.61
4,343,0.544
8,321,0.422
2,242,0.164
1,194,0.076
1,220,0.12
4,280,0.296
2,264,0.222
4,286,0.288
4,324,0.39
7,342,0.536
8,337,0.486
3,263,0.216
5,341,0.51
7,317,0.414
4,305,0.33
7,389,0.806
2,247,0.184
2,254,0.206
1,219,0.122
4,297,0.328
4,329,0.408
4,293,0.3
7,346,0.558
4,337,0.51
7,385,0.712
2,227,0.144
3,234,0.164
3,220,0.138
4,319,0.448
7,323,0.4
9,320,0.422
1,205,0.102
2,196,0.094
4,202,0.084
3,240,0.154
3,250,0.192
2,240,0.15
6,321,0.412
3,276,0.244
4,327,0.41
4,333,0.464
7,316,0.37
2,213,0.098
3,213,0.1
2,214,0.108
6,295,0.356
9,319,0.402
3,281,0.256
2,206,0.096
3,224,0.134
2,216,0.122
2,257,0.202
2,250,0.206
4,295,0.324
4,300,0.338
7,326,0.462
4,327,0.438
7,303,0.324
2,272,0.224
2,205,0.084
1,152,0.028
2,204,0.084
2,208,0.096
2,199,0.076
4,352,0.504
4,309,0.344
4,332,0.416
4,327,0.404
4,327,0.384
5,286,0.288
8,353,0.56
8,362,0.566
6,336,0.444
8,365,0.578
8,324,0.348
9,337,0.514
2,217,0.132
2,209,0.094
2,222,0.102
4,319,0.422
7,319,0.398
4,311,0.392
13,416,0.958
1,214,0.106
2,234,0.16
2,248,0.18
2,268,0.22
4,292,0.304
4,269,0.244
9,333,0.478
10,357,0.584
2,235,0.132
3,237,0.154
1,215,0.104
3,279,0.23
3,293,0.284
3,246,0.188
4,301,0.324
8,310,0.352
7,344,0.52
3,250,0.184
2,225,0.138
3,291,0.306
4,337,0.462
5,319,0.35
2,209,0.104
3,224,0.128
2,193,0.078
8,304,0.256
2,186,0.056
3,207,0.1
2,195,0.08
2,242,0.184
3,245,0.172
3,242,0.168
7,316,0.38
3,258,0.218
4,288,0.268
8,374,0.632
4,319,0.4
8,327,0.428
8,379,0.802
8,390,0.876
4,381,0.868
8,328,0.372
4,362,0.602
2,225,0.142
2,246,0.152
3,230,0.154
3,266,0.224
3,286,0.324
2,263,0.228
2,253,0.23
2,277,0.262
2,269,0.248
3,301,0.372
3,310,0.398
3,297,0.336
8,313,0.396
1,221,0.132
1,227,0.134
2,203,0.096
4,316,0.446
3,268,0.212
2,232,0.15
2,253,0.19
2,256,0.21
1,227,0.128
3,253,0.194
3,269,0.204
7,366,0.598
8,336,0.422
6,317,0.388
1,189,0.084
2,196,0.096
1,216,0.124
8,334,0.462
4,317,0.372
4,254,0.214
1,188,0.08
1,217,0.12
2,227,0.144
1,220,0.128
4,338,0.474
3,276,0.274
5,287,0.32
1,147,
1,222,0.138
1,202,0.088
1,217,0.11
2,294,0.302
4,302,0.354
4,309,0.366
1,201,0.094
2,248,0.178
1,220,0.122
7,305,0.316
4,285,0.27
5,313,0.338
6,329,0.388
8,330,0.444
7,342,0.496
1,203,0.102
2,233,0.152
2,235,0.156
8,298,0.316
4,309,0.35
8,301,0.338
8,310,0.384
4,338,0.476
8,347,0.47
2,246,0.18
2,222,0.13
2,238,0.156
3,268,0.23
8,298,0.348
4,293,0.35
9,375,0.778
8,337,0.5
7,355,0.55
1,208,0.106
1,201,0.1
1,218,0.128
5,291,0.282
4,284,0.268
2,264,0.23
9,310,0.378
3,317,0.366
8,346,0.51
2,201,0.094
1,205,0.098
1,171,0.054
1,218,0.124
3,231,0.146
1,217,0.134
2,240,0.164
1,229,0.13
3,246,0.174
2,279,0.254
4,293,0.322
4,296,0.298
2,249,0.182
3,223,0.124
2,240,0.162
7,323,0.398
5,303,0.322
5,287,0.284
7,367,0.594
8,379,0.766
8,374,0.612
1,200,0.1
3,263,0.248
3,265,0.22
2,251,0.186
8,298,0.37
4,327,0.438
3,300,0.36
3,237,0.168
2,237,0.182
2,225,0.148
5,300,0.306
4,298,0.312
4,303,0.352
8,326,0.444
8,336,0.48
8,310,0.34
2,247,0.212
2,234,0.166
3,267,0.226
4,311,0.394
4,308,0.362
4,291,0.32
8,370,0.59
4,345,0.474
7,350,0.498
2,240,0.164
1,206,0.098
1,230,0.134
4,277,0.266
4,291,0.34
5,279,0.244
2,224,0.146
1,200,0.092
2,240,0.184
8,337,0.468
7,342,0.462
4,317,0.356
1,201,0.098
2,263,0.228
7,272,0.24
4,274,0.248
8,328,0.422
3,257,0.202
2,230,0.142
1,214,0.114
1,211,0.108
1,188,0.064
2,205,0.088
1,175,0.056
2,218,0.12
1,201,0.086
2,204,0.098
1,199,0.092
1,187,0.08
1,184,0.072
2,216,0.112
1,202,0.106
3,289,0.292
8,277,0.258
4,268,0.224
4,262,0.228
1,178,0.062
1,183,0.065
1,163,0.048
1,206,0.102
2,211,0.116
2,249,0.19
3,281,0.246
2,253,0.218
8,295,0.336
1,200,0.092
1,191,0.09
1,215,0.12
3,268,0.248
3,215,0.102
2,202,0.1
1,199,0.084
2,209,0.12
2,212,0.104
2,210,0.108
4,289,0.272
4,265,0.244
3,262,0.234
7,297,0.314
7,310,0.344
5,311,0.392
1,171,0.06
1,190,0.074
1,159,0.048
1,174,0.06
3,238,0.162
6,291,0.284
8,301,0.316
8,315,0.406
7,320,0.396
6,317,0.382
2,239,0.146
2,224,0.132
3,238,0.152
4,281,0.256
9,307,0.372
7,336,0.436
1,187,0.064
1,184,0.074
1,180,0.08
2,241,0.184
4,289,0.286
2,239,0.164
2,226,0.138
2,229,0.142
2,229,0.154
3,242,0.17
3,259,0.21
3,238,0.156
2,305,0.344
3,374,0.606
1,224,0.146
2,261,0.192
1,240,0.156
1,239,0.174
3,359,0.552
7,288,0.294
2,283,0.314
2,314,0.462
1,245,0.164
2,272,0.266
1,244,0.17
2,304,0.368
3,284,0.278
2,278,0.302
2,272,0.276
1,262,0.218
7,355,0.654
4,333,0.512
1,304,0.376
3,425,1.174
1,183,0.072
1,189,0.088
3,282,0.27
1,230,0.184
1,210,0.124
1,175,0.068
1,184,0.08
2,262,0.228
2,256,0.218
3,256,0.242
2,214,0.124
1,161,0.056
7,355,0.55
1,187,0.084
1,199,0.098
1,218,0.132
1,214,0.118
2,200,0.09
5,301,0.314
8,313,0.35
6,316,0.376
2,308,0.42
1,196,0.084
2,228,0.158
2,239,0.182
1,222,0.14
2,267,0.234
4,293,0.312
2,271,0.256
1,191,0.092
1,191,0.078
1,196,0.096
1,197,0.096
2,240,0.17
2,231,0.156
1,216,0.124
8,328,0.412
4,320,0.428
4,268,0.268
4,322,0.472
1,191,0.082
6,333,0.466
2,284,0.3
1,286,0.326
4,331,0.49
1,177,0.062
4,332,0.478
2,295,0.336
2,295,0.356
1,248,0.196
3,260,0.236
2,280,0.256
2,279,0.26
2,256,0.186
6,337,0.502
6,324,0.44
4,333,0.482
8,353,0.568
1,215,0.13
4,300,0.356
4,308,0.344
2,271,0.258
4,318,0.402
4,321,0.45
2,268,0.24
4,291,0.326
2,293,0.332
2,257,0.212
4,314,0.376
2,277,0.254
1,234,0.174
1,226,0.164
2,250,0.218
4,350,0.592
2,266,0.226
2,317,0.436
5,353,0.582
1,230,0.148
2,239,0.168
2,241,0.164
2,285,0.3
1,302,0.392
2,280,0.272
4,308,0.356
2,252,0.196
4,303,0.348
9,357,0.554
1,221,0.122
2,246,0.176
3,250,0.188
7,302,0.348
9,341,0.542
3,292,0.316
7,319,0.436
3,309,0.412
2,267,0.242
1,239,0.166
1,270,0.254
1,240,0.168
4,310,0.362
1,257,0.208
2,250,0.174
1,259,0.202
10,415,0.762
1,230,0.168
1,230,0.158
4,280,0.28
2,275,0.272
4,305,0.358
8,378,0.61
5,366,0.65
8,381,0.692
6,314,0.388
1,215,0.108
2,251,0.19
4,295,0.28
5,305,0.33
6,337,0.452
1,176,0.052
2,206,0.106
2,217,0.1
3,247,0.186
3,274,0.234
3,268,0.242
8,362,0.59
3,317,0.39
3,251,0.184
1,216,0.1
5,317,0.424
4,308,0.404
4,314,0.428
9,383,0.756
1,185,0.058
1,144,0.034
1,198,0.08
2,227,0.132
2,235,0.144
1,235,0.138
4,273,0.276
3,267,0.246
5,319,0.404
4,308,0.378
1,199,0.09
4,325,0.442
1,182,0.07
2,187,0.074
1,177,0.054
1,193,0.074
3,256,0.206
4,270,0.24
8,318,0.448
5,308,0.412
1,203,0.084
1,193,0.082
1,197,0.082
3,279,0.22
3,249,0.18
5,321,0.476
5,346,0.574
5,295,0.36
4,281,0.25
3,282,0.314
3,245,0.174
3,248,0.176
2,213,0.112
5,355,0.65
5,380,0.73
9,406,0.92
2,229,0.146
1,212,0.106
1,221,0.14
3,254,0.186
3,261,0.198
9,322,0.402
10,390,0.762
1,194,0.09
1,225,0.122
2,199,0.09
1,246,0.162
3,270,0.238
3,271,0.254
5,341,0.476
5,331,0.432
5,332,0.45
1,270,0.222
3,268,0.236
1,279,0.27
8,401,0.834
5,410,0.868
10,359,0.662
2,199,0.09
1,214,0.1
3,197,0.092
3,281,0.268
4,300,0.34
5,296,0.334
7,309,0.402
9,359,0.612
9,345,0.524
3,263,0.212
3,275,0.256
2,192,0.08
2,225,0.108
1,182,0.052
1,218,0.126
1,207,0.094
1,215,0.12
3,256,0.214
5,293,0.31
1,198,0.088
2,193,0.084
2,215,0.106
3,249,0.174
3,242,0.152
4,249,0.182
8,347,0.552
1,187,0.074
1,195,0.078
1,196,0.068
3,249,0.164
2,222,0.122
1,221,0.116
3,294,0.368
8,316,0.356
3,277,0.288
1,202,0.088
1,205,0.104
1,193,0.074
2,249,0.188
3,236,0.16
1,242,0.16
1,270,0.246
5,317,0.402
10,369,0.666
1,217,0.104
1,185,0.07
1,226,0.12
2,258,0.178
1,240,0.152
1,235,0.144
3,288,0.302
4,305,0.338
3,278,0.316
4,253,0.222
1,183,0.06
2,216,0.128
1,221,0.11
2,232,0.15
3,220,0.13
3,251,0.188
4,311,0.34
8,328,0.462
1,205,0.088
1,192,0.078
3,208,0.096
2,240,0.15
3,297,0.288
3,244,0.166
2,224,0.118
1,185,0.066
1,223,0.134
6,303,0.382
8,335,0.452
5,368,0.662
1,184,0.084
3,208,0.092
3,200,0.09
3,265,0.196
3,239,0.154
7,330,0.404
9,347,0.578
8,299,0.336
6,312,0.398
1,195,0.084
2,206,0.078
1,190,0.074
4,265,0.206
3,243,0.168
2,250,0.172
2,200,0.094
1,197,0.072
1,183,0.066
3,223,0.134
1,219,0.12
3,214,0.122
3,265,0.232
2,254,0.182
3,264,0.224
1,185,0.064
1,190,0.078
2,220,0.12
3,258,0.216
5,316,0.468
4,294,0.3
1,178,0.064
1,223,0.096
1,193,0.08
3,272,0.27
3,291,0.302
3,260,0.194
2,205,0.108
2,206,0.102
2,209,0.104
5,314,0.402
3,246,0.166
5,327,0.482
9,447,1.44
3,344,0.682
2,272,0.304
4,326,0.53
5,350,0.564
3,285,0.334
4,319,0.454
3,299,0.33
1,231,0.148
2,280,0.27
3,295,0.31
1,260,0.212
2,246,0.17
3,268,0.25
3,288,0.328
3,282,0.284
2,245,0.178
6,379,0.704
1,245,0.192
1,236,0.138
1,223,0.128
1,242,0.166
2,258,0.22
3,277,0.3
6,308,0.368
2,229,0.142
1,216,0.14
1,223,0.14
2,284,0.272
3,286,0.29
3,267,0.224
5,338,0.478
5,313,0.392
5,301,0.32
5,384,0.626
2,278,0.24
5,309,0.374
3,309,0.386
9,371,0.678
4,347,0.546
4,337,0.514
9,444,0.96
5,382,0.792
5,331,0.49
3,245,0.172
1,219,0.11
3,234,0.132
2,214,0.102
1,225,0.116
1,219,0.122
2,213,0.1
1,208,0.096
2,250,0.178
1,201,0.088
3,253,0.186
4,270,0.232
3,283,0.258
5,292,0.284
2,210,0.118
1,212,0.106
1,206,0.094
1,208,0.092
1,214,0.11
1,186,0.064
1,207,0.102
1,215,0.118
5,280,0.244
5,286,0.298
4,268,0.252
3,239,0.17
6,338,0.468
10,320,0.438
7,309,0.356
1,210,0.114
1,200,0.09
3,263,0.222
4,262,0.22
1,202,0.096
1,218,0.116
2,223,0.116
5,284,0.288
3,245,0.174
1,231,0.154
8,321,0.388
8,350,0.53
5,313,0.368
1,188,0.082
1,194,0.084
1,210,0.104
3,242,0.164
2,232,0.152
2,239,0.166
3,282,0.252
3,275,0.26
4,250,0.204
9,306,0.312
9,301,0.35
2,225,0.126
1,185,0.07
1,216,0.098
5,273,0.242
3,254,0.2
3,270,0.244
1,219,0.118
2,209,0.104
2,212,0.098
1,214,0.108
3,218,0.122
5,286,0.236
5,278,0.286
5,317,0.356
4,320,0.358
1,205,0.1
1,197,0.086
1,182,0.076
1,191,0.082
2,215,0.104
1,193,0.084
1,192,0.088
1,204,0.098
1,195,0.078
2,256,0.204
2,272,0.218
3,250,0.196
1,214,0.118
1,194,0.084
1,200,0.094
5,287,0.294
8,306,0.306
3,305,0.346
2,254,0.188
1,206,0.102
2,234,0.134
5,306,0.328
4,269,0.224
3,283,0.29
3,253,0.186
3,262,0.2
3,270,0.226
5,369,0.63
6,384,0.624
6,336,0.452
2,234,0.158
2,230,0.142
1,242,0.148
4,298,0.316
5,329,0.418
5,308,0.352
1,209,0.134
2,214,0.114
2,210,0.11
1,211,0.1
1,235,0.13
1,209,0.1
1,198,0.082
2,197,0.086
1,169,0.06
1,188,0.078
1,200,0.096
1,219,0.138
1,224,0.154
3,253,0.206
1,217,0.138
1,200,0.096
1,218,0.12
1,239,0.152
4,239,0.164
3,258,0.224
9,362,0.604
8,303,0.4
5,325,0.43
2,194,0.08
1,189,0.082
1,194,0.086
1,206,0.1
1,204,0.102
4,266,0.232
3,262,0.212
3,250,0.188
1,190,0.082
1,193,0.078
1,205,0.092
2,193,0.1
1,190,0.088
1,178,0.072
1,236,0.178
2,259,0.206
2,244,0.176
1,229,0.14
1,219,0.12
1,208,0.106
1,235,0.158
3,278,0.272
3,248,0.18
8,290,0.35
4,295,0.332
9,298,0.348
1,235,0.15
1,212,0.106
2,225,0.122
