"Event","lat","lon","depth","temp","date","year","month","day"
"2017-18",33.70929,-76.80742,41,22.69278002,2017-06-03,2017,6,3
"2017-19",33.76566,-76.97931,40,23.52044999,2017-06-04,2017,6,4
"2017-2",32.58709,-79.15653,33,22.53157743,2017-05-31,2017,5,31
"2017-20",33.77583,-77.0103,37,23.09990025,2017-06-04,2017,6,4
"2017-21",33.80332,-76.97914,35,23.31871117,2017-06-04,2017,6,4
"2017-22",33.64438,-77.19624,33,23.07205732,2017-06-04,2017,6,4
"2017-23",32.75901,-78.43924,47,20.71319977,2017-06-05,2017,6,5
"2017-24",32.73311,-78.50302,43,21.52781735,2017-06-05,2017,6,5
"2017-25",32.68326,-78.55334,54,21.52781735,2017-06-05,2017,6,5
"2017-26",32.78192,-78.6523,34,21.25430539,2017-06-05,2017,6,5
"2017-27",32.48646,-79.68341,17,26.84630013,2017-06-20,2017,6,20
"2017-28",32.24239,-79.70041,27,26.84630013,2017-06-20,2017,6,20
"2017-29",32.06881,-79.94167,28,25.77120018,2017-06-20,2017,6,20
"2017-3",32.41806,-78.9841,45,18.68208718,2017-05-31,2017,5,31
"2017-30",32.01881,-79.44864,48,20.97100067,2017-06-21,2017,6,21
"2017-32",32.26818,-79.16702,51,19.31240082,2017-06-21,2017,6,21
"2017-33",32.24749,-79.18348,50,19.7130003,2017-06-21,2017,6,21
"2017-35",32.24799,-79.04768,90,17.31609917,2017-06-22,2017,6,22
"2017-36",32.2793,-79.04855,76,18.67079926,2017-06-22,2017,6,22
"2017-37",32.33848,-79.05465,50,20.33979988,2017-06-22,2017,6,22
"2017-38",32.33393,-79.21376,43,20.73660088,2017-06-23,2017,6,23
"2017-39",32.35349,-79.6302,25,24.63770008,2017-06-26,2017,6,26
"2017-4",32.4205,-78.97763,50,18.95610682,2017-05-31,2017,5,31
"2017-40",32.28258,-79.71643,26,25.55209923,2017-06-26,2017,6,26
"2017-41",32.82813,-78.27899,47,25.09569931,2017-06-27,2017,6,27
"2017-42",33.08968,-77.9617,37,25.50403341,2017-06-27,2017,6,27
"2017-43",33.11905,-78.03122,33,24.3821497,2017-06-27,2017,6,27
"2017-44",33.32312,-77.69722,28,24.25915051,2017-06-27,2017,6,27
"2017-45",33.39462,-77.27006,38,24.12466749,2017-06-28,2017,6,28
"2017-46",33.50535,-77.34613,31,23.33864975,2017-06-28,2017,6,28
"2017-47",33.48916,-77.39481,28,23.11269951,2017-06-28,2017,6,28
"2017-48",33.45955,-77.20314,37,24.60319996,2017-06-28,2017,6,28
"2017-49",33.44462,-77.19305,38,25.20114994,2017-06-29,2017,6,29
"2017-5",32.44193,-78.95198,53,20.12742014,2017-05-31,2017,5,31
"2017-52",33.32818,-77.23216,65,24.26204967,2017-06-29,2017,6,29
"2017-53",32.58042,-79.34267,24,24.39873314,2017-07-10,2017,7,10
"2017-54",32.60141,-79.2298,29,23.22485065,2017-07-10,2017,7,10
"2017-55",33.52243,-77.42388,27,24,2017-07-11,2017,7,11
"2017-56",33.74646,-77.29072,33,22.43486595,2017-07-11,2017,7,11
"2017-57",33.84639,-77.28308,31,23.54885006,2017-07-11,2017,7,11
"2017-58",33.83636,-77.265,32,23.18634987,2017-07-11,2017,7,11
"2017-59",33.79059,-76.58818,100,18.47400093,2017-07-12,2017,7,12
"2017-6",33.09374,-77.92586,39,21.22510001,2017-06-01,2017,6,1
"2017-62",33.86586,-76.4907,70,20.13339996,2017-07-12,2017,7,12
"2017-63",33.9373,-76.51992,40,22.11429977,2017-07-13,2017,7,13
"2017-64",33.97199,-76.6687,39,21.86680031,2017-07-13,2017,7,13
"2017-65",34.12544,-76.55937,36,23.01460075,2017-07-13,2017,7,13
"2017-66",34.24054,-76.5914,27,23.93219948,2017-07-13,2017,7,13
"2017-67",34.38832,-76.59285,21,26.48810005,2017-07-14,2017,7,14
"2017-68",34.42383,-76.70988,24,26.60925007,2017-07-14,2017,7,14
"2017-69",34.57878,-76.95462,16,24.5897007,2017-07-14,2017,7,14
"2017-7",33.19085,-77.9326,32,21.79013326,2017-06-01,2017,6,1
"2017-70",34.43084,-76.90177,20,26.11209965,2017-07-14,2017,7,14
"2017-71",33.50664,-77.1706,40,26.24300003,2017-07-15,2017,7,15
"2017-72",33.65876,-77.50818,26,25.49336688,2017-07-15,2017,7,15
"2017-73",33.77718,-77.49705,24,23.12520027,2017-07-15,2017,7,15
"2017-74",34.00574,-77.39363,26,22.7241993,2017-07-16,2017,7,16
"2017-75",34.06268,-77.20403,28,22.2184,2017-07-16,2017,7,16
"2017-76",34.11692,-77.1645,28,22.84539986,2017-07-16,2017,7,16
"2017-77",34.17316,-77.30388,23,23.87744999,2017-07-16,2017,7,16
"2017-78",33.86104,-76.83432,38,25.44339943,2017-07-17,2017,7,17
"2017-79",33.89938,-76.8179,37,22.95770073,2017-07-17,2017,7,17
"2017-8",33.25155,-77.82147,33,21.92233156,2017-06-01,2017,6,1
"2017-80",33.96891,-76.78418,36,23.02099991,2017-07-17,2017,7,17
"2017-81",33.79021,-76.70517,41,23.87059975,2017-07-17,2017,7,17
"2017-82",33.34532,-77.67515,27,24.70129967,2017-07-18,2017,7,18
"2017-83",32.48855,-79.67982,18,27.5,2017-08-08,2017,8,8
"2017-84",32.24958,-79.70373,26,26.2326498,2017-08-08,2017,8,8
"2017-87",32.35225,-79.03223,NA,19.26209988,2017-08-09,2017,8,9
"2017-89",32.48829,-78.83376,48,21.71418454,2017-08-10,2017,8,10
"2017-9",33.28563,-77.81973,30,21.93585523,2017-06-01,2017,6,1
"2017-90",32.96007,-78.74413,28,26.41141469,2017-09-21,2017,9,21
"2017-91",32.75891,-78.61702,32,26.67318001,2017-09-21,2017,9,21
"2017-92",32.79847,-78.78947,30,26.47933502,2017-09-21,2017,9,21
"2017-93",32.77504,-78.65406,32,26.71350586,2017-09-29,2017,9,29
"2017-94",32.79024,-78.7867,33,26.49454586,2017-09-29,2017,9,29
"2017-95",32.84268,-78.92251,28,26.34819083,2017-09-29,2017,9,29
"2018-1",32.78649,-78.64476,34,21.145,2018-04-30,2018,4,30
"2018-10",33.64327,-76.93335,39,24.303,2018-05-02,2018,5,2
"2018-100",32.24582,-79.7059,26,23.644,2018-08-15,2018,8,15
"2018-1001",29.65907669,-80.85436249,28,21.124033,2018-04-25,2018,4,25
"2018-1002",29.68232727,-80.74243927,30,21.51261758,2018-04-25,2018,4,25
"2018-1003",29.78126907,-80.74176788,30,21.29665775,2018-04-25,2018,4,25
"2018-1004",29.61718369,-80.5404129,32,22.41329396,2018-04-25,2018,4,25
"2018-1005",28.25467873,-80.13581848,42,21.32392,2018-04-26,2018,4,26
"2018-1006",28.23948288,-80.24819946,25,22.39119947,2018-04-26,2018,4,26
"2018-1007",28.18333626,-80.22999573,24,23.24641429,2018-04-26,2018,4,26
"2018-1008",28.14557266,-80.22248077,25,21.60766636,2018-04-26,2018,4,26
"2018-1009",27.2620163,-80.01699066,44,21.71968868,2018-04-27,2018,4,27
"2018-101",32.24392,-79.18545,47,20.718,2018-08-16,2018,8,16
"2018-1010",27.22588539,-80.05114746,24,22.57207101,2018-04-27,2018,4,27
"2018-1011",27.33051109,-80.07105255,23,23.28745833,2018-04-27,2018,4,27
"2018-1012",27.42867279,-80.06732941,25,22.82496398,2018-04-27,2018,4,27
"2018-1013",27.89292145,-80.02780151,54,20.2846,2018-04-28,2018,4,28
"2018-1014",27.78114891,-80.01934052,52,20.5297681,2018-04-28,2018,4,28
"2018-1015",27.74811363,-80.01986694,51,20.03358391,2018-04-28,2018,4,28
"2018-1016",27.72843552,-80.12876129,28,22.6793011,2018-04-28,2018,4,28
"2018-1017",27.71299362,-80.12471771,24,22.288735,2018-04-28,2018,4,28
"2018-1018",27.84743309,-80.15216064,28,23.52775,2018-04-29,2018,4,29
"2018-1019",27.87854385,-80.15732574,27,23.16608691,2018-04-29,2018,4,29
"2018-102",32.33657,-79.04368,57,NA,2018-08-16,2018,8,16
"2018-1020",28.03093719,-80.41163635,17,23.88311834,2018-04-29,2018,4,29
"2018-1021",28.09287071,-80.21363831,30,23.97349459,2018-04-29,2018,4,29
"2018-1022",29.73607445,-80.46851349,35,22.69147647,2018-04-30,2018,4,30
"2018-1023",29.7572937,-80.46471405,38,22.61995135,2018-04-30,2018,4,30
"2018-1024",29.77557373,-80.4300766,40,22.54812687,2018-04-30,2018,4,30
"2018-1025",29.70439339,-80.44739532,34,22.73934545,2018-04-30,2018,4,30
"2018-1026",31.43527031,-80.34963226,37,19.21325758,2018-05-01,2018,5,1
"2018-1027",31.43023491,-80.34243774,39,19.26107973,2018-05-01,2018,5,1
"2018-1028",31.58633995,-80.38085938,30,19.62900303,2018-05-01,2018,5,1
"2018-1029",31.58778191,-80.40457916,31,19.61043893,2018-05-01,2018,5,1
"2018-103",32.49691,-78.86277,45,NA,2018-08-16,2018,8,16
"2018-1030",31.93996239,-80.29283905,26,19.40456,2018-05-02,2018,5,2
"2018-1031",31.90673828,-80.28005219,27,19.69437381,2018-05-02,2018,5,2
"2018-1032",31.83115196,-80.14369202,32,19.994096,2018-05-02,2018,5,2
"2018-1033",31.7357254,-80.22974396,31,20.0423936,2018-05-02,2018,5,2
"2018-1034",31.68236923,-80.32597351,30,19.93742,2018-05-02,2018,5,2
"2018-1035",31.62236214,-80.56355286,25,19.45818125,2018-05-03,2018,5,3
"2018-1036",31.5890007,-80.79199982,20,23.00702121,2018-05-21,2018,5,21
"2018-1037",31.57430077,-80.7559967,21,22.90808913,2018-05-21,2018,5,21
"2018-1038",31.62039948,-79.67199707,67,20.67486667,2018-05-22,2018,5,22
"2018-1039",31.52820015,-79.7440033,59,21.09496569,2018-05-22,2018,5,22
"2018-104",33.19075,-77.93244,33,25.617,2018-08-27,2018,8,27
"2018-1040",31.48320007,-79.7480011,69,19.14041026,2018-05-22,2018,5,22
"2018-1041",31.45940018,-79.79699707,56,20.43509444,2018-05-22,2018,5,22
"2018-1042",31.26449966,-79.87400055,50,20.43706341,2018-05-23,2018,5,23
"2018-1043",31.21940041,-79.89099884,50,21.31371429,2018-05-23,2018,5,23
"2018-1044",31.09539986,-79.9280014,54,17.795905,2018-05-23,2018,5,23
"2018-1045",31.05500031,-80.03600311,50,21.53512581,2018-05-23,2018,5,23
"2018-1046",31.26939964,-80.43499756,37,22.4596825,2018-05-24,2018,5,24
"2018-1047",29.53729248,-80.38515472,42,22.41670137,2018-06-06,2018,6,6
"2018-1048",29.52487755,-80.30222321,50,18.64731053,2018-06-06,2018,6,6
"2018-1049",29.43546104,-80.36616516,43,23.09812308,2018-06-06,2018,6,6
"2018-105",33.27189,-77.81246,32,27.755,2018-08-27,2018,8,27
"2018-1050",29.51347733,-80.45891571,32,24.09099908,2018-06-06,2018,6,6
"2018-1051",29.53817177,-80.42745972,38,23.72165833,2018-06-06,2018,6,6
"2018-1052",28.86532593,-80.17089081,52,14.73443333,2018-06-07,2018,6,7
"2018-1053",28.70897102,-80.14048767,55,14.23241157,2018-06-07,2018,6,7
"2018-1054",28.60055733,-80.13095093,54,14.26005194,2018-06-07,2018,6,7
"2018-1055",28.50982094,-80.11354828,51,15.25263455,2018-06-07,2018,6,7
"2018-1056",28.8399086,-80.66320801,19,25.23418243,2018-06-08,2018,6,8
"2018-1057",28.92009354,-80.4799881,19,23.7997881,2018-06-08,2018,6,8
"2018-1058",28.85510445,-80.46895599,20,23.78166842,2018-06-08,2018,6,8
"2018-1059",28.83428764,-80.44062805,21,23.8059097,2018-06-08,2018,6,8
"2018-106",33.36745,-77.63229,22,26.897,2018-08-27,2018,8,27
"2018-1060",28.69108772,-80.43052673,19,25.00164426,2018-06-09,2018,6,9
"2018-1061",29.13777733,-80.22688293,51,20.74043333,2018-06-09,2018,6,9
"2018-1062",29.00656128,-80.19137573,58,21.83511343,2018-06-09,2018,6,9
"2018-1063",28.9477253,-80.18096924,53,19.17916875,2018-06-09,2018,6,9
"2018-1064",28.84684944,-80.25320435,42,21.88711609,2018-06-09,2018,6,9
"2018-1065",29.09417152,-80.58688354,24,25.03919902,2018-06-10,2018,6,10
"2018-1066",29.07046509,-80.54523468,24,24.868994,2018-06-10,2018,6,10
"2018-1067",29.02791214,-80.4835434,20,24.86882695,2018-06-10,2018,6,10
"2018-1068",28.98070145,-80.42391968,24,23.79308286,2018-06-10,2018,6,10
"2018-1069",28.99574661,-80.27139282,44,21.54186491,2018-06-10,2018,6,10
"2018-107",34.16008,-77.28014,25,23.481,2018-08-28,2018,8,28
"2018-1070",29.1598835,-80.83065796,23,26.06367237,2018-06-11,2018,6,11
"2018-1071",29.21100426,-80.68884277,24,24.94724,2018-06-11,2018,6,11
"2018-1072",29.51036644,-80.94439697,23,26.81116667,2018-06-11,2018,6,11
"2018-1073",30.61479568,-81.16880798,22,25.55970909,2018-06-12,2018,6,12
"2018-1074",30.48409843,-81.21725464,19,25.57696017,2018-06-12,2018,6,12
"2018-1075",30.21724129,-81.00183105,27,25.58586154,2018-06-12,2018,6,12
"2018-1076",30.35418892,-80.85784912,33,25.372775,2018-06-12,2018,6,12
"2018-1077",30.05514336,-80.27841187,54,16.2491,2018-06-13,2018,6,13
"2018-1078",30.01859856,-80.28041077,54,17.0308135,2018-06-13,2018,6,13
"2018-1079",29.98769188,-80.28055573,57,19.67470542,2018-06-13,2018,6,13
"2018-108",34.05315,-77.19086,28,NA,2018-08-28,2018,8,28
"2018-1080",29.94612312,-80.28411865,56,20.69154306,2018-06-13,2018,6,13
"2018-1081",34.58773422,-76.31758881,28,24.06618712,2018-06-26,2018,6,26
"2018-1082",34.5652504,-76.33195496,29,23.91745795,2018-06-26,2018,6,26
"2018-1083",34.53383636,-76.3459549,23,24.16158889,2018-06-26,2018,6,26
"2018-1084",34.53394318,-76.40306854,20,24.57953382,2018-06-26,2018,6,26
"2018-1085",34.35899734,-76.37730408,24,24.1686875,2018-06-27,2018,6,27
"2018-1086",34.23574448,-76.40719604,31,24.16603778,2018-06-27,2018,6,27
"2018-1087",34.26849747,-76.61419678,30,23.92669286,2018-06-27,2018,6,27
"2018-1088",34.09011078,-76.83239746,36,23.6437,2018-06-28,2018,6,28
"2018-1089",34.14077759,-76.82540131,34,23.47714919,2018-06-28,2018,6,28
"2018-109",33.89965,-76.96614,32,26.958,2018-08-28,2018,8,28
"2018-1090",34.18979645,-76.95085907,31,23.87261818,2018-06-28,2018,6,28
"2018-1091",34.2014122,-76.94111633,30,23.98003693,2018-06-28,2018,6,28
"2018-1092",34.41813278,-76.6060257,21,24.29211785,2018-06-29,2018,6,29
"2018-1093",34.38815689,-76.59262848,23,24.2438,2018-06-29,2018,6,29
"2018-1094",34.42363358,-76.71007538,26,25.61151777,2018-06-29,2018,6,29
"2018-1095",34.15384674,-76.18828583,54,24.00770806,2018-06-30,2018,6,30
"2018-1096",34.19896698,-76.11376953,77,16.65757857,2018-06-30,2018,6,30
"2018-1097",34.16691589,-76.14590454,101,15.0736,2018-06-30,2018,6,30
"2018-1098",34.1482811,-76.19937897,54,24.01451895,2018-06-30,2018,6,30
"2018-1099",34.50163269,-76.03405762,45,23.28285302,2018-07-01,2018,7,1
"2018-11",33.6939,-76.84863,39,24.396,2018-05-02,2018,5,2
"2018-110",33.77248,-76.8521,39,24.586,2018-08-28,2018,8,28
"2018-1100",34.47075653,-75.88819885,81,16.4651,2018-07-01,2018,7,1
"2018-1101",34.48847961,-75.86745453,89,18.34677956,2018-07-01,2018,7,1
"2018-1102",34.48788834,-75.88343811,73,18.74051333,2018-07-01,2018,7,1
"2018-1103",35.00093842,-75.4638443,50,20.2954434,2018-07-02,2018,7,2
"2018-1104",34.93673325,-75.45417023,65,18.21398265,2018-07-02,2018,7,2
"2018-1105",34.92739487,-75.46599579,63,18.52007692,2018-07-02,2018,7,2
"2018-1106",34.92198944,-75.5067215,55,19.22582597,2018-07-02,2018,7,2
"2018-1107",34.92666245,-75.51254272,55,20.15198777,2018-07-03,2018,7,3
"2018-1108",34.8719902,-75.50717163,59,18.72020065,2018-07-03,2018,7,3
"2018-1109",34.85518265,-75.52636719,58,18.30428831,2018-07-03,2018,7,3
"2018-1110",34.70278931,-75.82904816,41,24.50007279,2018-07-04,2018,7,4
"2018-1111",34.65156174,-75.75167847,60,18.2335584,2018-07-04,2018,7,4
"2018-1112",34.57152557,-75.84049988,62,20.12629283,2018-07-04,2018,7,4
"2018-1113",34.60861969,-75.79940796,60,21.04070709,2018-07-04,2018,7,4
"2018-1114",34.60363007,-76.13619232,39,23.66385857,2018-07-05,2018,7,5
"2018-1115",34.6041069,-76.17137909,39,23.65843889,2018-07-05,2018,7,5
"2018-1116",34.59183121,-76.20409393,37,24.00556324,2018-07-05,2018,7,5
"2018-1117",34.56240082,-76.1991806,38,24.241912,2018-07-05,2018,7,5
"2018-1118",34.56185913,-76.22344971,38,24.35087747,2018-07-06,2018,7,6
"2018-1119",34.55246353,-76.22401428,38,24.4660234,2018-07-06,2018,7,6
"2018-1120",34.51860428,-76.25758362,37,24.67045231,2018-07-06,2018,7,6
"2018-1121",34.52338409,-76.21408081,40,24.56100764,2018-07-06,2018,7,6
"2018-1122",34.30485916,-76.57837677,29,24.22492195,2018-07-07,2018,7,7
"2018-1123",34.27165222,-76.81421661,29,24.1081,2018-07-07,2018,7,7
"2018-1124",34.27883911,-76.84037781,31,24.0127139,2018-07-07,2018,7,7
"2018-1125",34.58918381,-76.94994354,19,27.34419615,2018-07-10,2018,7,10
"2018-1126",34.31292725,-77.06047058,27,27.10866765,2018-07-11,2018,7,11
"2018-1127",34.302845,-77.16270447,25,27.46327143,2018-07-11,2018,7,11
"2018-1128",34.34228134,-77.20267487,23,27.4189,2018-07-11,2018,7,11
"2018-113",33.79054,-76.5883,97,17.17,2018-08-29,2018,8,29
"2018-1130",33.56503677,-77.17588043,40,26.35632857,2018-07-12,2018,7,12
"2018-1131",33.61371613,-77.11927032,40,27.22219394,2018-07-12,2018,7,12
"2018-1132",33.64478302,-77.18162537,35,27.46628349,2018-07-12,2018,7,12
"2018-1133",33.63820267,-77.23777008,36,27.12453652,2018-07-12,2018,7,12
"2018-1134",33.46976089,-76.96925354,97,20.2027,2018-07-13,2018,7,13
"2018-1135",33.45723724,-77.02364349,62,25.33940891,2018-07-13,2018,7,13
"2018-1136",33.42283249,-77.05949402,85,24.32203317,2018-07-13,2018,7,13
"2018-1137",33.47383499,-77.08822632,42,25.42405385,2018-07-13,2018,7,13
"2018-1138",33.40512085,-77.23298645,45,26.45890556,2018-07-14,2018,7,14
"2018-1139",33.50519943,-77.34606171,34,27.78958108,2018-07-14,2018,7,14
"2018-114",33.73133,-76.66894,101,16.598,2018-08-29,2018,8,29
"2018-1140",33.48929596,-77.39451599,30,27.78295,2018-07-14,2018,7,14
"2018-1141",33.53393173,-77.41293335,29,27.74866429,2018-07-14,2018,7,14
"2018-1142",32.78924942,-78.6337738,37,26.2270971,2018-07-15,2018,7,15
"2018-1143",32.79926682,-78.79228973,35,26.44320909,2018-07-15,2018,7,15
"2018-1144",32.84067917,-78.93009186,30,26.98742436,2018-07-15,2018,7,15
"2018-1145",30.73766518,-80.22148132,44,24.0666,2018-07-16,2018,7,16
"2018-1146",30.63074493,-80.21276093,49,21.80169357,2018-07-16,2018,7,16
"2018-1147",30.50408936,-80.25975037,46,21.48215508,2018-07-16,2018,7,16
"2018-1148",30.00145531,-80.57523346,42,23.14014189,2018-07-17,2018,7,17
"2018-1149",29.95021248,-80.49929047,43,23.09392748,2018-07-17,2018,7,17
"2018-115",33.71072,-76.80496,41,22.423,2018-08-30,2018,8,30
"2018-1150",29.91247177,-80.53892517,39,22.9732769,2018-07-17,2018,7,17
"2018-1151",29.8472805,-80.52854156,38,23.7124,2018-07-17,2018,7,17
"2018-1152",29.35767174,-80.46146393,29,23.27175887,2018-07-18,2018,7,18
"2018-1153",29.30064392,-80.38592529,31,22.92561333,2018-07-18,2018,7,18
"2018-1154",29.26946259,-80.44099426,31,23.54035896,2018-07-18,2018,7,18
"2018-1155",29.234972,-80.43618774,30,23.54435563,2018-07-18,2018,7,18
"2018-1156",29.12927628,-80.49960327,24,23.86135899,2018-07-19,2018,7,19
"2018-1157",29.16933823,-80.51622009,25,23.80264459,2018-07-19,2018,7,19
"2018-1158",29.16705704,-80.57067108,28,24.02971419,2018-07-19,2018,7,19
"2018-1159",29.17204094,-80.58713531,28,24.08141605,2018-07-19,2018,7,19
"2018-116",33.6822,-76.95585,38,24.247,2018-08-30,2018,8,30
"2018-1160",29.12537575,-80.42617035,30,22.64750571,2018-07-20,2018,7,20
"2018-1161",29.17484474,-80.30936432,44,21.21041886,2018-07-20,2018,7,20
"2018-1162",29.21158791,-80.40065765,31,22.84457843,2018-07-20,2018,7,20
"2018-1163",29.2544632,-80.34177399,38,22.29918333,2018-07-20,2018,7,20
"2018-1164",30.57267189,-80.79261017,34,25.16151259,2018-07-21,2018,7,21
"2018-1165",30.55954933,-80.74247742,35,24.858502,2018-07-21,2018,7,21
"2018-1166",30.50657272,-80.57965851,38,24.39596041,2018-07-21,2018,7,21
"2018-1167",30.49286079,-80.54080963,39,24.41183111,2018-07-21,2018,7,21
"2018-1168",31.40360451,-80.5879364,27,24.96265,2018-08-01,2018,8,1
"2018-1169",31.40999985,-80.54469299,29,24.3923,2018-08-01,2018,8,1
"2018-117",33.65901,-77.001,37,NA,2018-08-30,2018,8,30
"2018-1170",30.90858269,-80.59475708,34,25.08639885,2018-08-02,2018,8,2
"2018-1171",30.88716888,-80.61221313,35,25.09001148,2018-08-02,2018,8,2
"2018-1172",30.75091362,-80.17746735,45,18.9075,2018-08-02,2018,8,2
"2018-1173",29.84897995,-80.2853241,53,17.65253478,2018-08-03,2018,8,3
"2018-1174",29.75192642,-80.29799652,55,17.49049457,2018-08-03,2018,8,3
"2018-1175",29.68914986,-80.28937531,59,18.11193235,2018-08-03,2018,8,3
"2018-1176",29.66508293,-80.27619171,62,17.58678837,2018-08-03,2018,8,3
"2018-1177",29.90703964,-80.56417084,37,21.85155176,2018-08-04,2018,8,4
"2018-1178",30.00217056,-80.3956604,45,18.76489309,2018-08-04,2018,8,4
"2018-1179",29.94166374,-80.29509735,54,18.06070741,2018-08-04,2018,8,4
"2018-118",33.74357,-76.96343,40,NA,2018-08-30,2018,8,30
"2018-1180",29.89472771,-80.28514862,55,17.50944054,2018-08-04,2018,8,4
"2018-1181",30.22689438,-80.45914459,40,21.82044286,2018-08-05,2018,8,5
"2018-1182",30.30704117,-80.38389587,42,19.1174,2018-08-05,2018,8,5
"2018-1183",30.35654449,-80.34752655,43,19.43186,2018-08-05,2018,8,5
"2018-1184",30.45405579,-80.19519043,64,19.17110714,2018-08-06,2018,8,6
"2018-1185",30.48427963,-80.18828583,53,19.374835,2018-08-06,2018,8,6
"2018-1186",30.46186447,-80.21156311,50,19.595375,2018-08-06,2018,8,6
"2018-1187",31.2647419,-80.5241394,34,27.3326,2018-09-05,2018,9,5
"2018-1189",29.32225418,-80.51042938,29,24.29345172,2018-09-06,2018,9,6
"2018-1190",29.27278519,-80.57279205,31,25.12205751,2018-09-06,2018,9,6
"2018-1191",29.17854118,-80.60588837,25,25.44310588,2018-09-06,2018,9,6
"2018-1192",30.35206604,-80.62799835,37,24.71114939,2018-09-07,2018,9,7
"2018-1193",30.42363167,-80.46650696,36,24.41285714,2018-09-07,2018,9,7
"2018-1194",30.52776718,-80.45692444,38,24.67383646,2018-09-07,2018,9,7
"2018-1195",30.50453377,-80.45496368,38,24.83425909,2018-09-07,2018,9,7
"2018-1196",30.25341415,-80.2458725,57,13.58432778,2018-09-08,2018,9,8
"2018-1197",30.41853905,-80.20940399,63,16.08604412,2018-09-08,2018,9,8
"2018-1198",30.77791023,-80.23847961,44,21.58917941,2018-09-08,2018,9,8
"2018-1199",30.38159561,-80.21902466,56,18.38860455,2018-08-05,2018,8,5
"2018-12",33.71235,-76.71337,66,23.112,2018-05-02,2018,5,2
"2018-13",33.78843,-76.98544,37,24.288,2018-05-03,2018,5,3
"2018-14",33.67743,-77.04243,36,24.429,2018-05-03,2018,5,3
"2018-142",32.48867,-79.68038,18,27.862,2018-10-03,2018,10,3
"2018-143",33.10125,-77.90565,41,27.46,2018-10-04,2018,10,4
"2018-144",33.26411,-77.56359,39,27.012,2018-10-04,2018,10,4
"2018-145",33.3281,-77.23203,68,23.314,2018-10-04,2018,10,4
"2018-15",33.61368,-77.11957,36,24.381,2018-05-03,2018,5,3
"2018-16",33.50664,-77.17042,39,24.23,2018-05-03,2018,5,3
"2018-19",32.50121,-79.70223,17,21.486,2018-05-14,2018,5,14
"2018-2",32.76509,-78.61553,32,21.322,2018-04-30,2018,4,30
"2018-20",32.34647,-79.58992,26,21.448,2018-05-14,2018,5,14
"2018-21",32.25951,-79.69119,27,21.595,2018-05-14,2018,5,14
"2018-22",32.2384,-79.69858,29,21.631,2018-05-14,2018,5,14
"2018-23",32.04945,-79.9042,29,21.908,2018-05-15,2018,5,15
"2018-24",32.07379,-79.94723,28,21.787,2018-05-15,2018,5,15
"2018-25",32.5527,-79.36005,21,21.613,2018-05-21,2018,5,21
"2018-26",32.85313,-78.26838,45,20.831,2018-05-22,2018,5,22
"2018-27",32.82796,-78.27908,47,20.771,2018-05-22,2018,5,22
"2018-28",32.78852,-78.33307,46,20.232,2018-05-22,2018,5,22
"2018-29",32.76604,-78.48981,41,21.759,2018-05-22,2018,5,22
"2018-3",32.68336,-78.55297,54,21.511,2018-04-30,2018,4,30
"2018-34",32.47935,-78.83245,55,20.645,2018-05-24,2018,5,24
"2018-35",32.47883,-78.90322,44,21.055,2018-05-24,2018,5,24
"2018-36",32.44926,-78.94451,46,20.345,2018-05-24,2018,5,24
"2018-37",32.4007,-78.9994,56,20.569,2018-05-24,2018,5,24
"2018-38",32.76988,-78.41038,48,22.688,2018-06-05,2018,6,5
"2018-39",32.86647,-78.24029,68,NA,2018-06-05,2018,6,5
"2018-4",32.74992,-78.46477,47,22.084,2018-04-30,2018,4,30
"2018-40",32.88561,-78.26114,46,23.01,2018-06-05,2018,6,5
"2018-41",33.12866,-78.0259,34,24.323,2018-06-05,2018,6,5
"2018-42",33.76174,-76.6301,88,19.099,2018-06-06,2018,6,6
"2018-43",33.80128,-76.68939,41,23.002,2018-06-06,2018,6,6
"2018-44",33.87454,-76.47558,76,19.389,2018-06-06,2018,6,6
"2018-45",33.94304,-76.5192,41,23.081,2018-06-06,2018,6,6
"2018-47",34.61586,-76.15879,36,25.966,2018-06-07,2018,6,7
"2018-48",34.5815,-76.21135,34,26.012,2018-06-07,2018,6,7
"2018-49",33.98713,-76.65415,38,24.37,2018-06-08,2018,6,8
"2018-5",33.45431,-77.20253,38,22.818,2018-05-01,2018,5,1
"2018-50",33.96159,-76.76933,36,23.965,2018-06-08,2018,6,8
"2018-51",33.88723,-76.81367,37,23.918,2018-06-08,2018,6,8
"2018-52",33.73962,-76.76921,42,21.527,2018-06-08,2018,6,8
"2018-53",33.74379,-77.26451,32,24.327,2018-06-09,2018,6,9
"2018-54",33.73016,-77.28591,30,24.35,2018-06-09,2018,6,9
"2018-55",33.84663,-77.26407,33,24.694,2018-06-09,2018,6,9
"2018-56",33.86529,-77.28906,30,24.634,2018-06-09,2018,6,9
"2018-57",33.78326,-77.49685,29,24.603,2018-06-10,2018,6,10
"2018-58",33.8094,-77.64243,22,24.481,2018-06-10,2018,6,10
"2018-59",33.71344,-77.62572,23,24.36,2018-06-10,2018,6,10
"2018-6",33.4091,-77.20476,40,23.124,2018-05-01,2018,5,1
"2018-60",33.6173,-77.63626,21,24.568,2018-06-10,2018,6,10
"2018-61",31.96464,-79.49713,51,20.055,2018-06-21,2018,6,21
"2018-62",32.02225,-79.44403,51,19.901,2018-06-21,2018,6,21
"2018-63",31.98275,-79.36898,67,18.911,2018-06-21,2018,6,21
